
[00:00:00.000 --> 00:00:04.000]   [ Silence ]
[00:00:05.000 --> 00:00:13.000]   [ Inaudible ]
[00:00:13.000 --> 00:00:19.000]   [ Inaudible ]
[00:00:19.000 --> 00:00:25.000]   [ Inaudible ]
[00:00:25.000 --> 00:00:32.000]   [ Inaudible ]
[00:00:32.000 --> 00:00:39.000]   [ Inaudible ]
[00:00:39.000 --> 00:00:46.000]   [ Inaudible ]
[00:00:47.000 --> 00:00:53.000]   [ Inaudible ]
[00:00:53.000 --> 00:01:00.000]   [ Inaudible ]
[00:01:00.000 --> 00:01:07.000]   [ Inaudible ]
[00:01:07.000 --> 00:01:14.000]   [ Inaudible ]
[00:01:15.000 --> 00:01:21.000]   [ Inaudible ]
[00:01:21.000 --> 00:01:28.000]   [ Inaudible ]
[00:01:28.000 --> 00:01:35.000]   [ Inaudible ]
[00:01:35.000 --> 00:01:42.000]   [ Inaudible ]
[00:01:43.000 --> 00:01:49.000]   [ Inaudible ]
[00:01:49.000 --> 00:01:56.000]   [ Inaudible ]
[00:01:56.000 --> 00:02:03.000]   [ Inaudible ]
[00:02:03.000 --> 00:02:10.000]   [ Inaudible ]
[00:02:11.000 --> 00:02:17.000]   [ Inaudible ]
[00:02:17.000 --> 00:02:24.000]   [ Inaudible ]
[00:02:24.000 --> 00:02:31.000]   [ Inaudible ]
[00:02:31.000 --> 00:02:38.000]   [ Inaudible ]
[00:02:39.000 --> 00:02:45.000]   [ Inaudible ]
[00:02:45.000 --> 00:02:52.000]   [ Inaudible ]
[00:02:52.000 --> 00:02:59.000]   [ Inaudible ]
[00:02:59.000 --> 00:03:06.000]   [ Inaudible ]
[00:03:07.000 --> 00:03:13.000]   [ Inaudible ]
[00:03:13.000 --> 00:03:20.000]   [ Inaudible ]
[00:03:20.000 --> 00:03:27.000]   [ Inaudible ]
[00:03:27.000 --> 00:03:34.000]   [ Inaudible ]
[00:03:35.000 --> 00:03:41.000]   [ Inaudible ]
[00:03:41.000 --> 00:03:48.000]   [ Inaudible ]
[00:03:48.000 --> 00:03:55.000]   [ Inaudible ]
[00:03:55.000 --> 00:04:02.000]   [ Inaudible ]
[00:04:03.000 --> 00:04:09.000]   [ Inaudible ]
[00:04:09.000 --> 00:04:16.000]   [ Inaudible ]
[00:04:16.000 --> 00:04:23.000]   [ Inaudible ]
[00:04:23.000 --> 00:04:30.000]   [ Inaudible ]
[00:04:31.000 --> 00:04:37.000]   [ Inaudible ]
[00:04:37.000 --> 00:04:44.000]   [ Inaudible ]
[00:04:44.000 --> 00:04:51.000]   [ Inaudible ]
[00:04:51.000 --> 00:04:58.000]   [ Inaudible ]
[00:04:59.000 --> 00:05:05.000]   [ Inaudible ]
[00:05:05.000 --> 00:05:12.000]   [ Inaudible ]
[00:05:12.000 --> 00:05:19.000]   [ Inaudible ]
[00:05:19.000 --> 00:05:26.000]   [ Inaudible ]
[00:05:27.000 --> 00:05:33.000]   [ Inaudible ]
[00:05:33.000 --> 00:05:40.000]   [ Inaudible ]
[00:05:40.000 --> 00:05:47.000]   [ Inaudible ]
[00:05:47.000 --> 00:05:54.000]   [ Inaudible ]
[00:05:55.000 --> 00:06:01.000]   [ Inaudible ]
[00:06:01.000 --> 00:06:08.000]   [ Inaudible ]
[00:06:08.000 --> 00:06:15.000]   [ Inaudible ]
[00:06:15.000 --> 00:06:22.000]   [ Inaudible ]
[00:06:23.000 --> 00:06:29.000]   [ Inaudible ]
[00:06:29.000 --> 00:06:36.000]   [ Inaudible ]
[00:06:36.000 --> 00:06:43.000]   [ Inaudible ]
[00:06:43.000 --> 00:06:50.000]   [ Inaudible ]
[00:06:51.000 --> 00:06:57.000]   [ Inaudible ]
[00:06:57.000 --> 00:07:04.000]   [ Inaudible ]
[00:07:04.000 --> 00:07:11.000]   [ Inaudible ]
[00:07:11.000 --> 00:07:18.000]   [ Inaudible ]
[00:07:19.000 --> 00:07:25.000]   [ Inaudible ]
[00:07:25.000 --> 00:07:32.000]   [ Inaudible ]
[00:07:32.000 --> 00:07:39.000]   [ Inaudible ]
[00:07:39.000 --> 00:07:46.000]   [ Inaudible ]
[00:07:47.000 --> 00:07:53.000]   [ Inaudible ]
[00:07:53.000 --> 00:08:00.000]   [ Inaudible ]
[00:08:00.000 --> 00:08:07.000]   [ Inaudible ]
[00:08:07.000 --> 00:08:14.000]   [ Inaudible ]
[00:08:15.000 --> 00:08:21.000]   [ Inaudible ]
[00:08:21.000 --> 00:08:28.000]   [ Inaudible ]
[00:08:28.000 --> 00:08:35.000]   [ Inaudible ]
[00:08:35.000 --> 00:08:42.000]   [ Inaudible ]
[00:08:43.000 --> 00:08:49.000]   [ Inaudible ]
[00:08:49.000 --> 00:08:56.000]   [ Inaudible ]
[00:08:56.000 --> 00:09:03.000]   [ Inaudible ]
[00:09:03.000 --> 00:09:10.000]   [ Inaudible ]
[00:09:11.000 --> 00:09:17.000]   [ Inaudible ]
[00:09:17.000 --> 00:09:24.000]   [ Inaudible ]
[00:09:24.000 --> 00:09:31.000]   [ Inaudible ]
[00:09:31.000 --> 00:09:38.000]   [ Inaudible ]
[00:09:39.000 --> 00:09:45.000]   [ Inaudible ]
[00:09:45.000 --> 00:09:52.000]   [ Inaudible ]
[00:09:52.000 --> 00:09:59.000]   [ Inaudible ]
[00:09:59.000 --> 00:10:06.000]   [ Inaudible ]
[00:10:07.000 --> 00:10:13.000]   [ Inaudible ]
[00:10:13.000 --> 00:10:20.000]   [ Inaudible ]
[00:10:20.000 --> 00:10:27.000]   [ Inaudible ]
[00:10:27.000 --> 00:10:34.000]   [ Inaudible ]
[00:10:35.000 --> 00:10:41.000]   [ Inaudible ]
[00:10:41.000 --> 00:10:48.000]   [ Inaudible ]
[00:10:48.000 --> 00:10:55.000]   [ Inaudible ]
[00:10:55.000 --> 00:11:02.000]   [ Inaudible ]
[00:11:03.000 --> 00:11:09.000]   [ Inaudible ]
[00:11:09.000 --> 00:11:16.000]   [ Inaudible ]
[00:11:16.000 --> 00:11:23.000]   [ Inaudible ]
[00:11:23.000 --> 00:11:30.000]   [ Inaudible ]
[00:11:31.000 --> 00:11:37.000]   [ Inaudible ]
[00:11:37.000 --> 00:11:44.000]   [ Inaudible ]
[00:11:44.000 --> 00:11:51.000]   [ Inaudible ]
[00:11:51.000 --> 00:11:58.000]   [ Inaudible ]
[00:11:59.000 --> 00:12:05.000]   [ Inaudible ]
[00:12:05.000 --> 00:12:12.000]   [ Inaudible ]
[00:12:12.000 --> 00:12:19.000]   [ Inaudible ]
[00:12:19.000 --> 00:12:26.000]   [ Inaudible ]
[00:12:27.000 --> 00:12:33.000]   [ Inaudible ]
[00:12:33.000 --> 00:12:40.000]   [ Inaudible ]
[00:12:40.000 --> 00:12:47.000]   [ Inaudible ]
[00:12:47.000 --> 00:12:54.000]   [ Inaudible ]
[00:12:55.000 --> 00:13:01.000]   [ Inaudible ]
[00:13:01.000 --> 00:13:08.000]   [ Inaudible ]
[00:13:08.000 --> 00:13:15.000]   [ Inaudible ]
[00:13:15.000 --> 00:13:22.000]   [ Inaudible ]
[00:13:23.000 --> 00:13:29.000]   [ Inaudible ]
[00:13:29.000 --> 00:13:36.000]   [ Inaudible ]
[00:13:36.000 --> 00:13:43.000]   [ Inaudible ]
[00:13:43.000 --> 00:13:50.000]   [ Inaudible ]
[00:13:51.000 --> 00:13:57.000]   [ Inaudible ]
[00:13:57.000 --> 00:14:04.000]   [ Inaudible ]
[00:14:04.000 --> 00:14:11.000]   [ Inaudible ]
[00:14:11.000 --> 00:14:18.000]   [ Inaudible ]
[00:14:19.000 --> 00:14:25.000]   [ Inaudible ]
[00:14:25.000 --> 00:14:32.000]   [ Inaudible ]
[00:14:32.000 --> 00:14:39.000]   [ Inaudible ]
[00:14:39.000 --> 00:14:46.000]   [ Inaudible ]
[00:14:47.000 --> 00:14:53.000]   [ Inaudible ]
[00:14:53.000 --> 00:15:00.000]   [ Inaudible ]
[00:15:00.000 --> 00:15:07.000]   [ Inaudible ]
[00:15:07.000 --> 00:15:14.000]   [ Inaudible ]
[00:15:15.000 --> 00:15:21.000]   [ Inaudible ]
[00:15:21.000 --> 00:15:28.000]   [ Inaudible ]
[00:15:28.000 --> 00:15:35.000]   [ Inaudible ]
[00:15:35.000 --> 00:15:42.000]   [ Inaudible ]
[00:15:43.000 --> 00:15:49.000]   [ Inaudible ]
[00:15:49.000 --> 00:15:56.000]   [ Inaudible ]
[00:15:56.000 --> 00:16:03.000]   [ Inaudible ]
[00:16:03.000 --> 00:16:10.000]   [ Inaudible ]
[00:16:11.000 --> 00:16:17.000]   [ Inaudible ]
[00:16:17.000 --> 00:16:24.000]   [ Inaudible ]
[00:16:24.000 --> 00:16:31.000]   [ Inaudible ]
[00:16:31.000 --> 00:16:38.000]   [ Inaudible ]
[00:16:39.000 --> 00:16:45.000]   [ Inaudible ]
[00:16:45.000 --> 00:16:52.000]   [ Inaudible ]
[00:16:52.000 --> 00:16:59.000]   [ Inaudible ]
[00:16:59.000 --> 00:17:06.000]   [ Inaudible ]
[00:17:07.000 --> 00:17:13.000]   [ Inaudible ]
[00:17:13.000 --> 00:17:20.000]   [ Inaudible ]
[00:17:20.000 --> 00:17:27.000]   [ Inaudible ]
[00:17:27.000 --> 00:17:34.000]   [ Inaudible ]
[00:17:35.000 --> 00:17:41.000]   [ Inaudible ]
[00:17:41.000 --> 00:17:48.000]   [ Inaudible ]
[00:17:48.000 --> 00:17:55.000]   [ Inaudible ]
[00:17:55.000 --> 00:18:02.000]   [ Inaudible ]
[00:18:03.000 --> 00:18:09.000]   [ Inaudible ]
[00:18:09.000 --> 00:18:16.000]   [ Inaudible ]
[00:18:16.000 --> 00:18:23.000]   [ Inaudible ]
[00:18:23.000 --> 00:18:30.000]   [ Inaudible ]
[00:18:31.000 --> 00:18:37.000]   [ Inaudible ]
[00:18:37.000 --> 00:18:44.000]   [ Inaudible ]
[00:18:44.000 --> 00:18:51.000]   [ Inaudible ]
[00:18:51.000 --> 00:18:58.000]   [ Inaudible ]
[00:18:59.000 --> 00:19:05.000]   [ Inaudible ]
[00:19:05.000 --> 00:19:12.000]   [ Inaudible ]
[00:19:12.000 --> 00:19:19.000]   [ Inaudible ]
[00:19:19.000 --> 00:19:26.000]   [ Inaudible ]
[00:19:27.000 --> 00:19:33.000]   [ Inaudible ]
[00:19:33.000 --> 00:19:40.000]   [ Inaudible ]
[00:19:40.000 --> 00:19:47.000]   [ Inaudible ]
[00:19:47.000 --> 00:19:54.000]   [ Inaudible ]
[00:19:55.000 --> 00:20:01.000]   [ Inaudible ]
[00:20:01.000 --> 00:20:08.000]   [ Inaudible ]
[00:20:08.000 --> 00:20:15.000]   [ Inaudible ]
[00:20:15.000 --> 00:20:22.000]   [ Inaudible ]
[00:20:23.000 --> 00:20:29.000]   [ Inaudible ]
[00:20:29.000 --> 00:20:36.000]   [ Inaudible ]
[00:20:36.000 --> 00:20:43.000]   [ Inaudible ]
[00:20:43.000 --> 00:20:50.000]   [ Inaudible ]
[00:20:51.000 --> 00:20:57.000]   [ Inaudible ]
[00:20:57.000 --> 00:21:04.000]   [ Inaudible ]
[00:21:04.000 --> 00:21:11.000]   [ Inaudible ]
[00:21:11.000 --> 00:21:18.000]   [ Inaudible ]
[00:21:19.000 --> 00:21:25.000]   [ Inaudible ]
[00:21:25.000 --> 00:21:32.000]   [ Inaudible ]
[00:21:32.000 --> 00:21:39.000]   [ Inaudible ]
[00:21:39.000 --> 00:21:46.000]   [ Inaudible ]
[00:21:47.000 --> 00:21:53.000]   [ Inaudible ]
[00:21:53.000 --> 00:22:00.000]   [ Inaudible ]
[00:22:00.000 --> 00:22:07.000]   [ Inaudible ]
[00:22:07.000 --> 00:22:14.000]   [ Inaudible ]
[00:22:15.000 --> 00:22:21.000]   [ Inaudible ]
[00:22:21.000 --> 00:22:28.000]   [ Inaudible ]
[00:22:28.000 --> 00:22:35.000]   [ Inaudible ]
[00:22:35.000 --> 00:22:42.000]   [ Inaudible ]
[00:22:43.000 --> 00:22:49.000]   [ Inaudible ]
[00:22:49.000 --> 00:22:56.000]   [ Inaudible ]
[00:22:56.000 --> 00:23:03.000]   [ Inaudible ]
[00:23:03.000 --> 00:23:10.000]   [ Inaudible ]
[00:23:11.000 --> 00:23:17.000]   [ Inaudible ]
[00:23:17.000 --> 00:23:24.000]   [ Inaudible ]
[00:23:24.000 --> 00:23:31.000]   [ Inaudible ]
[00:23:31.000 --> 00:23:38.000]   [ Inaudible ]
[00:23:39.000 --> 00:23:45.000]   [ Inaudible ]
[00:23:45.000 --> 00:23:52.000]   [ Inaudible ]
[00:23:52.000 --> 00:23:59.000]   [ Inaudible ]
[00:23:59.000 --> 00:24:06.000]   [ Inaudible ]
[00:24:07.000 --> 00:24:13.000]   [ Inaudible ]
[00:24:13.000 --> 00:24:20.000]   [ Inaudible ]
[00:24:20.000 --> 00:24:27.000]   [ Inaudible ]
[00:24:27.000 --> 00:24:34.000]   [ Inaudible ]
[00:24:35.000 --> 00:24:41.000]   [ Inaudible ]
[00:24:41.000 --> 00:24:48.000]   [ Inaudible ]
[00:24:48.000 --> 00:24:55.000]   [ Inaudible ]
[00:24:55.000 --> 00:25:02.000]   [ Inaudible ]
[00:25:03.000 --> 00:25:09.000]   [ Inaudible ]
[00:25:09.000 --> 00:25:16.000]   [ Inaudible ]
[00:25:16.000 --> 00:25:23.000]   [ Inaudible ]
[00:25:23.000 --> 00:25:30.000]   [ Inaudible ]
[00:25:31.000 --> 00:25:37.000]   [ Inaudible ]
[00:25:37.000 --> 00:25:44.000]   [ Inaudible ]
[00:25:44.000 --> 00:25:51.000]   [ Inaudible ]
[00:25:51.000 --> 00:25:58.000]   [ Inaudible ]
[00:25:59.000 --> 00:26:05.000]   [ Inaudible ]
[00:26:05.000 --> 00:26:12.000]   [ Inaudible ]
[00:26:12.000 --> 00:26:19.000]   [ Inaudible ]
[00:26:19.000 --> 00:26:26.000]   [ Inaudible ]
[00:26:27.000 --> 00:26:33.000]   [ Inaudible ]
[00:26:33.000 --> 00:26:40.000]   [ Inaudible ]
[00:26:40.000 --> 00:26:47.000]   [ Inaudible ]
[00:26:47.000 --> 00:26:54.000]   [ Inaudible ]
[00:26:55.000 --> 00:27:01.000]   [ Inaudible ]
[00:27:01.000 --> 00:27:08.000]   [ Inaudible ]
[00:27:08.000 --> 00:27:15.000]   [ Inaudible ]
[00:27:15.000 --> 00:27:22.000]   [ Inaudible ]
[00:27:23.000 --> 00:27:29.000]   [ Inaudible ]
[00:27:29.000 --> 00:27:36.000]   [ Inaudible ]
[00:27:36.000 --> 00:27:43.000]   [ Inaudible ]
[00:27:43.000 --> 00:27:50.000]   [ Inaudible ]
[00:27:51.000 --> 00:27:57.000]   [ Inaudible ]
[00:27:57.000 --> 00:28:04.000]   [ Inaudible ]
[00:28:04.000 --> 00:28:11.000]   [ Inaudible ]
[00:28:11.000 --> 00:28:18.000]   [ Inaudible ]
[00:28:19.000 --> 00:28:25.000]   [ Inaudible ]
[00:28:25.000 --> 00:28:32.000]   [ Inaudible ]
[00:28:32.000 --> 00:28:39.000]   [ Inaudible ]
[00:28:39.000 --> 00:28:46.000]   [ Inaudible ]
[00:28:47.000 --> 00:28:53.000]   [ Inaudible ]
[00:28:53.000 --> 00:29:00.000]   [ Inaudible ]
[00:29:00.000 --> 00:29:07.000]   [ Inaudible ]
[00:29:07.000 --> 00:29:14.000]   [ Inaudible ]
[00:29:15.000 --> 00:29:21.000]   [ Inaudible ]
[00:29:21.000 --> 00:29:28.000]   [ Inaudible ]
[00:29:28.000 --> 00:29:35.000]   [ Inaudible ]
[00:29:35.000 --> 00:29:42.000]   [ Inaudible ]
[00:29:43.000 --> 00:29:49.000]   [ Inaudible ]
[00:29:49.000 --> 00:29:56.000]   [ Inaudible ]
[00:29:56.000 --> 00:30:03.000]   [ Inaudible ]
[00:30:03.000 --> 00:30:10.000]   [ Inaudible ]
[00:30:11.000 --> 00:30:17.000]   [ Inaudible ]
[00:30:17.000 --> 00:30:24.000]   [ Inaudible ]
[00:30:24.000 --> 00:30:31.000]   [ Inaudible ]
[00:30:31.000 --> 00:30:38.000]   [ Inaudible ]
[00:30:39.000 --> 00:30:45.000]   [ Inaudible ]
[00:30:45.000 --> 00:30:52.000]   [ Inaudible ]
[00:30:52.000 --> 00:30:59.000]   [ Inaudible ]
[00:30:59.000 --> 00:31:06.000]   [ Inaudible ]
[00:31:07.000 --> 00:31:13.000]   [ Inaudible ]
[00:31:13.000 --> 00:31:20.000]   [ Inaudible ]
[00:31:20.000 --> 00:31:27.000]   [ Inaudible ]
[00:31:27.000 --> 00:31:34.000]   [ Inaudible ]
[00:31:35.000 --> 00:31:41.000]   [ Inaudible ]
[00:31:41.000 --> 00:31:48.000]   [ Inaudible ]
[00:31:48.000 --> 00:31:55.000]   [ Inaudible ]
[00:31:55.000 --> 00:32:02.000]   [ Inaudible ]
[00:32:03.000 --> 00:32:09.000]   [ Inaudible ]
[00:32:09.000 --> 00:32:16.000]   [ Inaudible ]
[00:32:16.000 --> 00:32:23.000]   [ Inaudible ]
[00:32:23.000 --> 00:32:30.000]   [ Inaudible ]
[00:32:31.000 --> 00:32:37.000]   [ Inaudible ]
[00:32:37.000 --> 00:32:44.000]   [ Inaudible ]
[00:32:44.000 --> 00:32:51.000]   [ Inaudible ]
[00:32:51.000 --> 00:32:58.000]   [ Inaudible ]
[00:32:59.000 --> 00:33:05.000]   [ Inaudible ]
[00:33:05.000 --> 00:33:12.000]   [ Inaudible ]
[00:33:12.000 --> 00:33:19.000]   [ Inaudible ]
[00:33:19.000 --> 00:33:26.000]   [ Inaudible ]
[00:33:27.000 --> 00:33:33.000]   [ Inaudible ]
[00:33:33.000 --> 00:33:40.000]   [ Inaudible ]
[00:33:40.000 --> 00:33:47.000]   [ Inaudible ]
[00:33:47.000 --> 00:33:54.000]   [ Inaudible ]
[00:33:55.000 --> 00:34:01.000]   [ Inaudible ]
[00:34:01.000 --> 00:34:08.000]   [ Inaudible ]
[00:34:08.000 --> 00:34:15.000]   [ Inaudible ]
[00:34:15.000 --> 00:34:22.000]   [ Inaudible ]
[00:34:23.000 --> 00:34:29.000]   [ Inaudible ]
[00:34:29.000 --> 00:34:36.000]   [ Inaudible ]
[00:34:36.000 --> 00:34:43.000]   [ Inaudible ]
[00:34:43.000 --> 00:34:50.000]   [ Inaudible ]
[00:34:51.000 --> 00:34:57.000]   [ Inaudible ]
[00:34:57.000 --> 00:35:04.000]   [ Inaudible ]
[00:35:04.000 --> 00:35:11.000]   [ Inaudible ]
[00:35:11.000 --> 00:35:18.000]   [ Inaudible ]
[00:35:19.000 --> 00:35:25.000]   [ Inaudible ]
[00:35:25.000 --> 00:35:32.000]   [ Inaudible ]
[00:35:32.000 --> 00:35:39.000]   [ Inaudible ]
[00:35:39.000 --> 00:35:46.000]   [ Inaudible ]
[00:35:47.000 --> 00:35:53.000]   [ Inaudible ]
[00:35:53.000 --> 00:36:00.000]   [ Inaudible ]
[00:36:00.000 --> 00:36:07.000]   [ Inaudible ]
[00:36:07.000 --> 00:36:14.000]   [ Inaudible ]
[00:36:15.000 --> 00:36:21.000]   [ Inaudible ]
[00:36:21.000 --> 00:36:28.000]   [ Inaudible ]
[00:36:28.000 --> 00:36:35.000]   [ Inaudible ]
[00:36:35.000 --> 00:36:42.000]   [ Inaudible ]
[00:36:43.000 --> 00:36:49.000]   [ Inaudible ]
[00:36:49.000 --> 00:36:56.000]   [ Inaudible ]
[00:36:56.000 --> 00:37:03.000]   [ Inaudible ]
[00:37:03.000 --> 00:37:10.000]   [ Inaudible ]
[00:37:11.000 --> 00:37:17.000]   [ Inaudible ]
[00:37:17.000 --> 00:37:24.000]   [ Inaudible ]
[00:37:24.000 --> 00:37:31.000]   [ Inaudible ]
[00:37:31.000 --> 00:37:38.000]   [ Inaudible ]
[00:37:39.000 --> 00:37:45.000]   [ Inaudible ]
[00:37:45.000 --> 00:37:52.000]   [ Inaudible ]
[00:37:52.000 --> 00:37:59.000]   [ Inaudible ]
[00:37:59.000 --> 00:38:06.000]   [ Inaudible ]
[00:38:07.000 --> 00:38:13.000]   [ Inaudible ]
[00:38:13.000 --> 00:38:20.000]   [ Inaudible ]
[00:38:20.000 --> 00:38:27.000]   [ Inaudible ]
[00:38:27.000 --> 00:38:34.000]   [ Inaudible ]
[00:38:35.000 --> 00:38:41.000]   [ Inaudible ]
[00:38:41.000 --> 00:38:48.000]   [ Inaudible ]
[00:38:48.000 --> 00:38:55.000]   [ Inaudible ]
[00:38:55.000 --> 00:39:02.000]   [ Inaudible ]
[00:39:03.000 --> 00:39:09.000]   [ Inaudible ]
[00:39:09.000 --> 00:39:16.000]   [ Inaudible ]
[00:39:16.000 --> 00:39:23.000]   [ Inaudible ]
[00:39:23.000 --> 00:39:30.000]   [ Inaudible ]
[00:39:31.000 --> 00:39:37.000]   [ Inaudible ]
[00:39:37.000 --> 00:39:44.000]   [ Inaudible ]
[00:39:44.000 --> 00:39:51.000]   [ Inaudible ]
[00:39:51.000 --> 00:39:58.000]   [ Inaudible ]
[00:39:59.000 --> 00:40:05.000]   [ Inaudible ]
[00:40:05.000 --> 00:40:12.000]   [ Inaudible ]
[00:40:12.000 --> 00:40:19.000]   [ Inaudible ]
[00:40:19.000 --> 00:40:26.000]   [ Inaudible ]
[00:40:27.000 --> 00:40:33.000]   [ Inaudible ]
[00:40:33.000 --> 00:40:40.000]   [ Inaudible ]
[00:40:40.000 --> 00:40:47.000]   [ Inaudible ]
[00:40:47.000 --> 00:40:54.000]   [ Inaudible ]
[00:40:55.000 --> 00:41:01.000]   [ Inaudible ]
[00:41:01.000 --> 00:41:08.000]   [ Inaudible ]
[00:41:08.000 --> 00:41:15.000]   [ Inaudible ]
[00:41:15.000 --> 00:41:22.000]   [ Inaudible ]
[00:41:23.000 --> 00:41:29.000]   [ Inaudible ]
[00:41:29.000 --> 00:41:36.000]   [ Inaudible ]
[00:41:36.000 --> 00:41:43.000]   [ Inaudible ]
[00:41:43.000 --> 00:41:50.000]   [ Inaudible ]
[00:41:51.000 --> 00:41:57.000]   [ Inaudible ]
[00:41:57.000 --> 00:42:04.000]   [ Inaudible ]
[00:42:04.000 --> 00:42:11.000]   [ Inaudible ]
[00:42:11.000 --> 00:42:18.000]   [ Inaudible ]
[00:42:19.000 --> 00:42:25.000]   [ Inaudible ]
[00:42:25.000 --> 00:42:32.000]   [ Inaudible ]
[00:42:32.000 --> 00:42:39.000]   [ Inaudible ]
[00:42:39.000 --> 00:42:46.000]   [ Inaudible ]
